status_id,user_id,created_at,screen_name,text,source,is_quote,is_retweet,favourites_count,retweet_count,followers_count,friends_count,account_created_at,verified,is_rumor,rumor_veracity,notes
1.25081E+18,9.35143E+17,2020-04-16T15:40:56Z,zoo_bear,"India TV picked up a video from 2017 and dedicated an entire segment to falsely claim that an Islamic preacher provoked members of Tablighi Jamaat to 'spit'. #Coronavirus #AltNewsFactCheck | @Pooja_Chaudhuri 

https://t.co/M9HHzNrv7B",Buffer,FALSE,FALSE,33540,1284,98918,2115,2017-11-27T13:45:57Z,FALSE,TRUE,FALSE,after watching the i didn't see the claim the tweet is making
1.25082E+18,8.12362E+17,2020-04-16T16:18:11Z,morethanmySLE,"#COVID19 is NOW the 2nd leading cause of deaths in the United States.

Trump, the #CoronavirusLiar claimed ""it was like the flu"" Nope, the flu is WAY down the list of things that kill Americans.
https://t.co/OlOJkeSFfK",Twitter Web App,FALSE,FALSE,91720,1184,87866,13634,2016-12-23T18:19:10Z,FALSE,TRUE,TRUE,https://www.washingtonpost.com/outlook/2020/04/16/coronavirus-leading-cause-death/?arc404=true
1.25069E+18,9.55158E+17,2020-04-16T07:54:36Z,BorisJohnson_MP,"Angela Merkel is playing a dangerous game - making it look as though politicians can explain things in an honest, clear and concise way without any bullshit. 
#COVID19 #coronavirus https://t.co/bkQEkFB7F5",Twitter for Android,FALSE,FALSE,10032,1169,87885,571,2018-01-21T19:18:27Z,FALSE,FALSE,Unverified,it's an opinion based on video attached in the tweet
1.2509E+18,259602009,2020-04-16T21:49:32Z,tylerwhat16,"Amazing news from Canada! ""Researchers from the University of Waterloo are working on a COVID-19 vaccine to be delivered through nasal spray, and used to both treat and immunize against the virus."" #COVID19 #onpoli #cdnpoli
https://t.co/tvpZ5XkQUf",Twitter Web App,FALSE,FALSE,17959,1126,14207,1775,2011-03-02T06:17:00Z,FALSE,TRUE,TRUE,https://uwaterloo.ca/stories/news/university-waterloo-developing-dna-based-covid-19-vaccine
1.25066E+18,177804792,2020-04-16T05:37:32Z,khairul_hafidz,"This is a good inovation. And also evidence based!

#COVID19 https://t.co/kGyhZQf9dN",Twitter for iPhone,TRUE,FALSE,518,1069,193951,252,2010-08-13T03:04:29Z,FALSE,TRUE,TRUE,its observation made based on video attached in tweet looks valid and practical
1.25093E+18,3325417983,2020-04-16T23:13:21Z,musicbyanz,"We want to give YOU $50 💸 to help pay for groceries/bills! 

Follow @theaveragegam14, @arias_ranson and me! 💖

Retweet + Like 💞
Tag friends to help them 💯

Ends in 24 hours. 👀

#PayingItFoward #Covid_19",Twitter for Android,FALSE,FALSE,7665,1063,6733,344,2015-06-14T20:00:29Z,FALSE,TRUE,Unverified,its about monetary benefit to somebody retweeting it. spam
1.25093E+18,1.06178E+18,2020-04-16T23:30:05Z,JustKissesxo,"I will give one person $50 in the next 24 hours. Must retweet this and must be following myself. 
#KissSquad #StayAtHome #Covid_19 #StayAtHomeChallenge #GiveawaySquad",Twitter for iPhone,FALSE,FALSE,2362,987,4137,370,2018-11-12T00:24:01Z,FALSE,TRUE,Unverified,https://uwaterloo.ca/stories/news/university-waterloo-developing-dna-based-covid-19-vaccine
1.25071E+18,3235546533,2020-04-16T08:42:11Z,HitekaniMag,"A lack of water in Ximausa, outside Giyani in Limpopo, has forced residents to abandon the lockdown, and dig for water at a dry riverbed.

""We fear #Covid_19 infections and respect president @CyrilRamaphosa #LockdownSA call, but water is a basic need."" @Newzroom405 @BonArmy3 https://t.co/6ARr1lgBc7",Twitter for Android,FALSE,FALSE,2609,930,2915,2205,2015-05-05T10:40:06Z,FALSE,TRUE,TRUE,https://ewn.co.za/2020/04/17/covid-19-ximausa-residents-in-limpopo-left-to-dig-in-dry-riverbed-for-water
1.25083E+18,1.24685E+18,2020-04-16T16:44:13Z,Ejere10,"Pls let's not be too stingy to RETWEET 
They risk their lives to save lives with optimistic mindset 
#kwam1
#COVID19
#CoronaWillEndSoon https://t.co/Mh6rVkGxyy",Twitter for Android,FALSE,FALSE,449,906,372,302,2020-04-05T17:29:58Z,FALSE,FALSE,not_a_rumor,its about monetary benefit to somebody retweeting it. spam
1.25077E+18,2934785467,2020-04-16T12:48:08Z,silver_fox9,"@SpeakerPelosi deleted this video 
For some reason.
Let’s keep it alive!😛
#ThursdayThoughts 
#COVID19 

 https://t.co/HNNfL1qJ29",Twitter for iPhone,FALSE,FALSE,228884,873,41394,28070,2014-12-18T12:22:48Z,FALSE,TRUE,TRUE,"https://abc7news.com/sf-chinatown-pelosi-san-francisco-coronavirus-fears/5964696/,https://www.speaker.gov/newsroom/22420"
1.25064E+18,1.20124E+18,2020-04-16T04:32:58Z,MrsC_Assange,"JULIAN ASSANGE
*Multi-award journalist
*Revealed US war crimes
*9 yrs arbitrarily detained 
*7 yrs no fresh air/exercise/sun/vitD/proper medical care
*2 yrs/solitary
*Smeared/tortured
*Sick/suffering in #Covid19 UK prison
*Facing US Show Trial/175 yrs in super max

#SaveJulian https://t.co/rFPjJHOSgi",Twitter for Android,FALSE,FALSE,10655,861,20295,1376,2019-12-01T20:54:31Z,FALSE,TRUE,TRUE,"https://www.republicworld.com/world-news/uk-news/coronavirus-threat-rises-for-julian-assange-as-belmarsh-prison-records.html,https://www.news18.com/news/world/julian-assanges-us-extradition-case-to-resume-in-september-due-to-covid-19-outbreak-rules-london-court-2605461.html"
1.25059E+18,9.34049E+17,2020-04-16T01:07:24Z,AKA_RealDirty,"Tonight’s @seanhannity Thread.

New report says the #CoronaVirus came from the lab in Wuhan.

Finally the mainstream media is catching up. https://t.co/tEVtP7CnN2",Twitter for iPad,FALSE,FALSE,126437,787,52509,3713,2017-11-24T13:21:06Z,FALSE,TRUE,Unverified,this claim is not 100% confirmed at this point
1.2509E+18,2313027666,2020-04-16T21:50:46Z,jenniferatntd,"Great article. Yes, we need to keep asking where they are. The ""8 bodies in 5 minutes"" shot by #FangBin and shared by me has 1.6 M views now. 
Three #coronavirus whistleblowers still missing after two months https://t.co/nNMBem2xMH via @MetroUK",Twitter Web Client,FALSE,FALSE,18304,786,143210,357,2014-01-27T04:58:03Z,FALSE,TRUE,TRUE,"https://www.thesun.co.uk/news/11399829/wuhan-whistleblowers-coronavirus-still-missing-china/,https://timesofindia.indiatimes.com/world/china/why-is-china-silent-over-disappearances-of-covid-19-whistleblowers/articleshow/75248500.cms"
1.25068E+18,22355311,2020-04-16T07:18:33Z,ManMundra,Accha it’s just me and my timeline or others too...suddenly Anti-CAA crusaders have vanished or gone into hibernation? Are they contributing through their skill sets to help India Fight #CoronaVirus ? Is it same for others too? #IndiaFightsCoronavirus,Twitter for iPhone,FALSE,FALSE,16425,774,48370,4447,2009-03-01T11:38:32Z,FALSE,TRUE,TRUE,"removed by police https://www.aljazeera.com/news/2020/03/shaheen-bagh-anti-caa-sit-removed-coronavirus-lockdown-200324043641945.html, https://economictimes.indiatimes.com/news/politics-and-nation/coronavirus-lockdown-delhi-police-vacate-protesters-at-shaheen-bagh/articleshow/74785253.cms?from=mdr"
1.25066E+18,147994804,2020-04-16T05:48:02Z,rishibagree,"Pic One - How @IndianExpress represents Picture with Headline 

Pic Two - The same article says that at least 40 children aged between 3 to 17 years have tested #Covid19 positive in Andhra Pradesh, all from family members who attended the Tablighi Jamaat meeting in Delhi. https://t.co/GUFAgnyK8A",Twitter Web Client,FALSE,FALSE,57247,752,156654,915,2010-05-25T15:26:33Z,FALSE,TRUE,Unverified,sample notes
1.25076E+18,1.1581E+18,2020-04-16T12:07:12Z,ronanlegacy,When you die of corona virus and 1hour later they discover the cure in that hospital🙂 #Covid_19 #CoronaWillEndSoon https://t.co/6Bx5oU3xe3,Twitter for iPhone,FALSE,FALSE,36335,746,10735,7124,2019-08-04T19:32:26Z,FALSE,TRUE,TRUE,i see a different picture than claimed in tweet https://indianexpress.com/article/india/andhra-pradesh-40-children-test-positive-for-coronavirus-6364458/
1.25077E+18,3325417983,2020-04-16T13:02:17Z,musicbyanz,"$20 Giveaway 💸 We want to buy YOU breakfast/lunch! 🍽

Follow @Goldenticket009 and Me! 
Retweet + Like 💞
Tag friends you want to help 💝

Ends in 3 hours.

#PayingItForward #COVID19",Twitter for Android,FALSE,FALSE,7602,697,6704,344,2015-06-14T20:00:29Z,FALSE,TRUE,TRUE,"https://www.thesun.co.uk/news/11399829/wuhan-whistleblowers-coronavirus-still-missing-china/,https://timesofindia.indiatimes.com/world/china/why-is-china-silent-over-disappearances-of-covid-19-whistleblowers/articleshow/75248500.cms"
1.25076E+18,3087829408,2020-04-16T12:06:44Z,Vegantrapti,"The struggle of mumma street dog to survive n find food for her babies.

Please feed street animals n keep water bowl.During lockdown it is crisis situation for them as well.
Help them survive this phase. 

This too shall pass.We are in this together.
#CoronaWillEndSoon #Covid_19 https://t.co/SU4xG5FMLJ",Twitter for iPhone,FALSE,FALSE,6842,675,1943,1803,2015-03-12T02:36:54Z,FALSE,TRUE,FALSE,text in tweet is false but i belive its written in sarcastic way
1.25087E+18,1174598995,2020-04-16T19:32:34Z,BantuHolomisa,"#ComradesInCorruption are at it again . Sakhisizwe Civil Society Structures Forum gravely concerned about the EC Provincial Executive’s decision to  quarantine 18 suspected #COVID_19 patients in #MiocaLodge , #Cala . This lodge is owned by MEC Wezizwe Tikane-Gxotiwe. Makagxothwe!",Twitter for iPhone,FALSE,FALSE,16497,634,460238,7292,2013-02-13T09:32:52Z,FALSE,TRUE,Unverified,"https://www.ascleiden.nl/content/ascl-blogs/covid-19-and-south-africa-dissonance-between-national-and-provincial-strategies,https://www.dispatchlive.co.za/news/2020-05-18-push-for-mabuyane-to-act-against-transport-mec/"
1.2508E+18,151930383,2020-04-16T15:05:31Z,GordonGChang,"If the report is ""ridiculous,"" then why is your regime disappearing those reporting on #coronavirus? Why are you requiring scientific papers to receive approval in Beijing before being published? Your #China must have something terrible to hide in #Wuhan. #COVID19 #WuFlu https://t.co/7tnjQuo9oz",Twitter for iPhone,TRUE,FALSE,9,613,91815,825,2010-06-04T16:23:14Z,FALSE,TRUE,TRUE,its more of questioning the china. https://edition.cnn.com/2020/04/12/asia/china-coronavirus-research-restrictions-intl-hnk/index.html
1.25088E+18,194068377,2020-04-16T20:16:01Z,MarxMedia,"@bbcquestiontime @RobertBuckland There's a straightforward way to see how the UK does compared to other countries fighting #coronavirus, Robert. Deaths per million.
As of today:
UK - 189.55
EU - 117.18
US - 93.61
Germany 42.6
World - 17.49
China - 2.32
#b",Twitter Web App,FALSE,FALSE,13869,581,4441,4194,2010-09-23T10:47:06Z,FALSE,TRUE,TRUE,attached web link in this tweet is verified and numbers are based on it.
1.2506E+18,8.76673E+17,2020-04-16T01:47:51Z,AdrianE1337,"Hey guys special thanks to community member @kasaundratara for donating to the next giveaway! Picking 1 winner and giving them $50 must follow and retweet to be entered(picks randomly)
#COVID19
#PayingItForward #PeopleHelpingPeople 
#AllInThisTogether 
(Ends at midnight CST)",Twitter for Android,FALSE,FALSE,263,564,9014,313,2017-06-19T05:27:08Z,FALSE,TRUE,Unverified,no source on web to verify the claim
1.25084E+18,274891222,2020-04-16T17:17:07Z,bfraser747,@realDonaldTrump Even if you consider yourself a Democrat there's only one choice in November &amp; that's #VoteTrump2020. Enough of playing political games with people's lively hood &amp; survival. Biden would never be capable of leading the country back,Twitter for Android,FALSE,FALSE,185094,551,254907,187440,2011-03-31T06:44:35Z,FALSE,FALSE,not_a_rumor,its more of questioning the china. https://edition.cnn.com/2020/04/12/asia/china-coronavirus-research-restrictions-intl-hnk/index.html
1.25079E+18,83440337,2020-04-16T14:18:01Z,globalhlthtwit,"Bad News. New survey of Dutch blood donors shows 3% of population (500,000 out of 17 million) have #COVID19 antibodies.  If correct, this is in line with the Friston model suggesting only 6.4% of population will have immunity at end of this wave...after up to 49,000 deaths in UK. https://t.co/q13J1Fs9u3",Twitter Web App,TRUE,FALSE,5693,549,26875,737,2009-10-18T20:35:07Z,FALSE,TRUE,TRUE,"https://www.reuters.com/article/us-health-coronavirus-netherlands-study/dutch-study-suggests-3-of-population-may-have-coronavirus-antibodies-idUSKCN21Y102,https://www.usnews.com/news/world/articles/2020-04-16/dutch-study-suggests-3-of-population-may-have-coronavirus-antibodies"
1.25082E+18,14762057,2020-04-16T16:23:07Z,erinpepler,"STOP 👏🏻GIVING 👏🏻AIRTIME 👏🏻TO👏🏻DR. 👏🏻OZ

The man is an actual greed monster who doesn't care about scientific facts or human lives. You would literally be better off listening to my mom's friend who thinks vinegar cures Covid-19 because Facebook said so. #truth #covid19 #DrOz",Twitter Web App,FALSE,FALSE,11796,530,1408,1873,2008-05-13T17:54:33Z,FALSE,FALSE,not_a_rumor,it's more of sarcasm
1.25058E+18,7.69739E+17,2020-04-16T00:39:12Z,AFunnyValentine,"THIS is why LEFTIES want to KEEP the virus HOT on the PRESS.⤵⤵⤵

Holder admitted he saw #coronavirus as “an opportunity” to PERMANENTLY change the way Americans voted.
 https://t.co/LESKKr5Gyn via @BreitbartNews",Twitter for Android,FALSE,FALSE,64302,529,35226,35029,2016-08-28T03:31:41Z,FALSE,TRUE,TRUE,"https://time.com/5820622/elections-coronavirus-eric-holder/,https://www.breitbart.com/politics/2020/04/15/eric-holder-coronavirus-an-opportunity-to-permanently-change-americas-voting-system/"
1.25058E+18,173672963,2020-04-16T00:24:48Z,drkerrynphelps,"Just a suggestion but maybe it would be more responsible for @smh to publish opinion pieces on #COVID19 from, you know, actual experts? https://t.co/0XCE5skegS",Twitter Web App,TRUE,FALSE,22613,512,50157,1529,2010-08-02T02:15:46Z,FALSE,TRUE,TRUE,"https://www.smh.com.au/national/baby-boomers-won-t-like-it-but-next-step-after-lockdown-is-herd-immunity-20200415-p54k0t.html,https://www.theage.com.au/by/pru-goward-h1fqbw"
1.25068E+18,75740173,2020-04-16T06:43:23Z,praveendel,How scary is e commerce business today. #Covid_19 positive delivery boy was found delivering pizza for 30 days and now caught. E commerce should be stopped immediately CIM Shri @PiyushGoyal @HardeepSPuri @drharshvardhan @ABPNews @vikasbhaABP @awasthis #CoronavirusLockdown https://t.co/HehBOFnF6p,Twitter for iPhone,FALSE,FALSE,5986,495,4077,237,2009-09-20T07:12:14Z,FALSE,TRUE,FALSE,"https://www.indiatoday.in/india/story/delhi-pizza-delivery-boy-tests-positive-for-coronavirus-1667501-2020-04-16,https://zeenews.india.com/delhi/south-delhi-pizza-delivery-boy-who-tested-coronavirus-covid-19-positive-in-april-now-cured-and-discharged-2283073.html"
1.25078E+18,36807657,2020-04-16T13:38:12Z,glamelegance,"@realDonaldTrump @seanhannity Sleepy Donald Trump is sleeping during his #CoronavirusPandemic briefing. 

 https://t.co/VTCtrKCg6q",Twitter for iPhone,FALSE,FALSE,38674,487,36384,931,2009-04-30T23:17:31Z,FALSE,TRUE,TRUE,https://thehill.com/opinion/white-house/487873-trump-fell-asleep-at-switch-as-covid-19-spread
1.25079E+18,1114631166,2020-04-16T14:09:11Z,ConservaMomUSA,"Tyrannical Democrats should join their presidential candidate @JoeBiden in vanquishing COVID-9 instead of protracting a #COVID19 lock down in a diabolical bid 2 destroy America’s economy, hurt Her people&amp; derail @realDonaldTrump’s re-election🙄
#Trump2020
https://t.co/fzvYHX3TcL",Twitter for iPhone,FALSE,FALSE,134747,486,58267,17476,2013-01-23T15:32:41Z,FALSE,FALSE,not_a_rumor,its individual view point
1.25084E+18,7.57301E+17,2020-04-16T17:52:31Z,DrJacobsRad,"A year ago the Trudeau government destroyed more than enough masks to backstop the entire country during this pandemic.

Despite calls from experts to restock and to have local production, the Trudeau government did nothing.

They are fully culpable.

#Cdnpoli #COVID19 https://t.co/fA1IKzuz8a",Twitter Web App,TRUE,FALSE,44145,481,24062,805,2016-07-24T19:45:47Z,FALSE,TRUE,TRUE,"https://www.cbc.ca/news/politics/trudeau-promises-better-stockpile-1.5539148,https://www.toronto.com/opinion-story/9916365-ontario-stockpiled-55-million-face-masks-then-destroyed-them/"
1.25082E+18,7.60963E+17,2020-04-16T16:00:15Z,DjLots3,".@SpeakerPelosi fridges~
$24,000

#Pelosi's gourmet icecream~ $12 EACH

#NancyPelosi rubbing her wealth in the face of Americans w/EMPTY fridges,her vacation until May 15th &amp; her refusal to sign a bill because ""businesses dont need help"" ~ 
PRICELESS

#DemsHateAmerica
#COVID19 https://t.co/vHFzcQwCdr",Twitter for Android,TRUE,FALSE,46764,478,40792,40026,2016-08-03T22:19:44Z,FALSE,TRUE,FALSE,"https://www.npr.org/sections/coronavirus-live-updates/2020/04/09/830733212/senate-democrats-block-gop-effort-to-boost-small-business-aid,https://www.nytimes.com/2020/04/08/us/politics/small-business-loans-coronavirus.html"
1.25081E+18,725942952,2020-04-16T15:20:54Z,shvanszangana,"Shout out to every doctor, nurse, and medical professional, you are not taking time off, working double shifts, literally being the first line defense against this coronavirus. You all are the real heros #CoronaWillEndSoon #Covid_19 https://t.co/ySUNJOrtvV",Twitter for iPhone,FALSE,FALSE,15141,475,1617,1060,2012-07-30T12:14:42Z,FALSE,FALSE,not_a_rumor,it is something which every one would agree
1.25084E+18,4105532853,2020-04-16T17:32:06Z,thatginamiller,"Let's be honest, no Govt / political party will get everything right in a pandemic #coronavirus But most people agree that the only way out is mass testing.  That's why this is so despicable
'UK firm that can deliver 1m tests per wk left waiting for order' https://t.co/8rW3XScMBD",TweetDeck,FALSE,FALSE,15,458,169517,46,2015-11-03T16:01:22Z,FALSE,TRUE,TRUE,https://www.telegraph.co.uk/news/2020/04/15/british-company-can-deliver-one-million-coronavirus-tests-per/
1.25071E+18,593557605,2020-04-16T09:00:43Z,Arzitasingh07,"She donated more than 25 Lakhs to help country in this crises #RangoliChandel  #coronavirus @TajinderBagga pajji galat hai yh those who helped country in this crisis unka account suspend jinhone dhela nhi diya wo kuch bhi bole chalega... 
#GiveBackRangoliTwitterAccount https://t.co/Og1iYslcpk",Twitter Web App,TRUE,FALSE,20592,457,1045,323,2012-05-29T07:39:22Z,FALSE,TRUE,FALSE,"https://economictimes.indiatimes.com/magazines/panache/twitter-suspends-rangoli-chandels-account-after-outrage-polarises-netizens-with-move/articleshow/75176770.cms?from=mdr,https://www.hindustantimes.com/bollywood/kangana-ranaut-s-sister-rangoli-chandel-s-twitter-account-suspended/story-uPucFo6Dlsb3WQg1oaQrVI.html"
1.25071E+18,358127438,2020-04-16T08:57:57Z,SudheenKulkarni,"Congrats #RahulGandhi for speaking like a leader with a NATION-FIRST mindset:

""If Indians are united across caste &amp; religious lines, and if govts (central+state+district), pol parties and people work together, India will EASILY defeat #coronavirus and emerge STRONGER &amp; BETTER."" https://t.co/jb07PgYNIH",Twitter Web App,FALSE,FALSE,14664,449,63421,12755,2011-08-19T12:30:57Z,FALSE,FALSE,not_a_rumor,there is nothing in this tweet which would be uncertain or doubtful
1.25093E+18,8.76673E+17,2020-04-16T23:27:30Z,AdrianE1337,"Special thanks come community member @leelee_ranz for sponsering next one! Giving 1 person dinner tonight! Winner gets $30
Must follow so i can DM, retweet and tag a friend in need!
#COVID19 #PayingItForward #PeopleHelpingPeople #AllInThisTogether",Twitter for Android,FALSE,FALSE,271,444,9480,309,2017-06-19T05:27:08Z,FALSE,TRUE,Unverified,for this kind of tweet it's difficult to tell its veracity.usually they are false claim
1.25082E+18,8.12362E+17,2020-04-16T16:08:54Z,morethanmySLE,"BREAKING: Governor Cuomo has extended the ""NY Pause"" #COVID19 executive order through May 15. https://t.co/IJjFqqoT6o",Twitter Web App,TRUE,FALSE,91720,436,87866,13634,2016-12-23T18:19:10Z,FALSE,TRUE,TRUE,"https://www.wkbw.com/news/coronavirus/gov-cuomo-extends-ny-on-pause-to-may-28-state-of-emergency-stay-at-home-orders-to-june-13,https://www.businessinsider.in/international/news/australian-investigation-alleged-that-cardinal-george-pell-knew-about-abuse-within-the-catholic-church-for-decades-one-of-the-pedophile-priests-he-allegedly-helped-protect-has-been-sentenced-to-more-jail-time-for-his-crimes-/articleshow/75750106.cms"
1.25087E+18,304123273,2020-04-16T19:38:27Z,ArchKennedy,"Nervous Nancy Pelosi has deleted this from her Twitter account. 

Listen to her telling everyone to pack into Chinatown long after President Trump had closed the border to China. It looks like SHE is responsible for many deaths.

#COVID19 #coronavirus
h/t @realDonaldTrump https://t.co/GMcV6ubsjf",Twitter Web App,FALSE,FALSE,50845,426,54681,47332,2011-05-24T00:00:30Z,FALSE,TRUE,FALSE,"https://www.washingtonpost.com/politics/2020/04/23/trump-versus-pelosi-what-happened-chinatown/,https://www.politifact.com/factchecks/2020/apr/16/donald-trump/donald-trump-falsely-claims-nancy-pelosi-deleted-v/"
1.25091E+18,19161570,2020-04-16T22:10:55Z,NHJennifer,LONG THREAD For my @projectlincoln friends &amp; other interested parties my #coronavirus story continues-a story that has become both hysterically funny&amp;incredibly hard. Don’t tell me not to “politicize” things – this is real life. For many reasons we have to get Mom &amp; Dad home.../1,Twitter Web App,FALSE,FALSE,11659,423,20884,497,2009-01-18T23:02:54Z,FALSE,TRUE,Unverified,no much details over internet's difficult to tell its veracity.usually they are false claim
1.25078E+18,2889583434,2020-04-16T13:32:00Z,MaheshFanTrends,"TOGETHER WE WIN.!
We urge everyone reading this to spread positivity, love, hope and empathy. Please Stay Home !! Stay Safe !! Save India - Superstar @urstrulyMahesh Fans !
Thanks to @iammaheshfan for coming forward with this initiative ♥️#StayHomeStaySafe #IndiaFightsCoronavirus https://t.co/9PwMb4ug9G",TweetDeck,FALSE,FALSE,405,420,52175,4,2014-11-04T10:34:38Z,FALSE,FALSE,not_a_rumor,general motivational image
1.25064E+18,77490131,2020-04-16T04:02:40Z,Advaidism,"International Media &amp; Journals that has praised Kerala in the last 3 weeks,

BBC 
Gulf News (Dubai)
Tribune Magazine (UK)
Washington Post
New York Times
Dhaka Tribune
Telesur
MIT Magazine

Yet the Bhakts will still say that Yogi is handling #COVID19 crisis better than Pinarayi.",Twitter Web App,FALSE,FALSE,65396,418,32168,388,2009-09-26T14:44:55Z,FALSE,TRUE,TRUE,"https://www.theweek.in/news/india/2020/03/05/kerala-earns-praise-from-bbc-panel-for-efficiently-handling-coronavirus-cases.html,https://english.manoramaonline.com/news/nation/2020/03/25/un-india-coronavirus-lockdown.html"
1.25079E+18,2783875490,2020-04-16T14:07:01Z,derekjames150,Germany has a population of 83 million - about 25% more than the UK. But their #Covid19 deaths are significantly lower. Why? Simple answer: Because Germany has handled this #Covid19 pandemic well. The UK Government on the other hand has mismanaged it from day one. And still is!,Twitter for Android,FALSE,FALSE,58926,417,26055,4164,2014-09-01T10:21:13Z,FALSE,TRUE,FALSE,"https://www.bbc.com/news/52311014,https://www.theguardian.com/world/2020/apr/22/the-german-response-to-the-covid-19-crisis-puts-the-uk-to-shame,https://www.orfonline.org/research/the-good-the-bad-and-the-ugly-germanys-response-to-the-covid-19-pandemic-66487/,https://metro.co.uk/2020/04/18/coronavirus-europe-germanys-covid-19-death-rate-low-compared-countries-12575020/"
